Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
6ed_21b_2ea,3.106,-6.366,-1.044,3.2,-6.06,-1.123,2.6,-5.313,-2.028,2.8363080321
19ed_15b_11ea,3.155,-7.325,-2.083,3.117,-6.941,-2.22,2.765,-6.313,-3.03,2.8365498455999996
21ed_2b_10ea,3.172,-6.434,-1.227,3.139,-6.054,-1.331,2.822,-5.455,-2.176,2.83672164618
5ed_2b_10ea,3.074,-6.129,-1.316,3.031,-5.798,-1.422,2.49,-5.126,-2.247,2.8369559189999998
19ed_22b_8ea,3.084,-7.369,-2.368,3.079,-6.963,-2.443,2.523,-6.347,-3.284,2.83724701047
13ed_11b_7ea,3.178,-6.088,-0.804,3.162,-5.711,-0.901,2.839,-5.097,-1.754,2.83790136081
7ed_22b_3ea,3.123,-6.892,-1.512,3.206,-6.568,-1.595,2.653,-5.841,-2.482,2.83791563232
2ed_24b_1ea,2.996,-6.509,-2.057,2.908,-6.136,-2.153,2.223,-5.525,-2.997,2.83813132467
7ed_11b_3ea,3.192,-6.366,-1.122,3.261,-6.066,-1.211,2.885,-5.359,-2.062,2.83838067885
20ed_21b_6ea,3.089,-6.456,-1.38,3.123,-6.134,-1.452,2.536,-5.421,-2.331,2.83864888089
3ed_21b_3ea,3.148,-6.797,-1.484,3.211,-6.446,-1.558,2.735,-5.792,-2.462,2.8388228359500003
17ed_13b_1ea,3.08,-6.81,-2.047,3.017,-6.405,-2.143,2.503,-5.833,-2.99,2.83957143327
1ed_22b_2ea,3.021,-6.431,-1.674,3.017,-6.095,-1.739,2.303,-5.419,-2.619,2.83975642812
13ed_5b_7ea,3.145,-6.227,-1.108,3.121,-5.848,-1.187,2.722,-5.239,-2.045,2.83984825323
19ed_6b_10ea,3.187,-6.427,-1.262,3.145,-6.032,-1.362,2.864,-5.476,-2.195,2.83985040771
13ed_14b_7ea,3.146,-6.221,-1.098,3.122,-5.841,-1.175,2.725,-5.232,-2.034,2.83998504735
3ed_2b_11ea,3.163,-6.57,-1.386,3.147,-6.217,-1.495,2.781,-5.561,-2.327,2.8405157978399997
14ed_10b_10ea,3.137,-6.188,-1.186,3.092,-5.831,-1.285,2.693,-5.086,-2.109,2.84054864982
2ed_8b_7ea,3.14,-6.457,-1.146,3.171,-6.111,-1.254,2.703,-5.444,-2.126,2.84060008227
13ed_17b_3ea,3.094,-6.489,-1.61,3.05,-6.128,-1.708,2.547,-5.507,-2.576,2.84076865113
21ed_15b_5ea,3.187,-7.178,-1.713,3.172,-6.807,-1.846,2.86,-6.128,-2.708,2.8412862073499996
17ed_15b_3ea,3.027,-7.067,-2.335,2.934,-6.659,-2.458,2.319,-6.05,-3.287,2.8412950926600002
11ed_7b_7ea,3.163,-6.107,-0.941,3.116,-5.72,-1.039,2.778,-5.112,-1.875,2.8415926475699997
3ed_6b_11ea,3.175,-6.322,-1.222,3.152,-5.957,-1.321,2.816,-5.35,-2.145,2.8425162771899997
3ed_10b_2ea,3.183,-6.33,-1.198,3.176,-5.956,-1.283,2.843,-5.358,-2.135,2.84253378042
21ed_23b_8ea,3.187,-6.665,-1.527,3.193,-6.301,-1.62,2.856,-5.714,-2.463,2.84272200699
6ed_5b_2ea,3.165,-6.314,-1.069,3.228,-6.012,-1.161,2.781,-5.306,-2.018,2.84294308554
3ed_11b_8ea,3.273,-6.817,-1.373,3.364,-6.539,-1.479,3.146,-5.802,-2.306,2.84299990419
2ed_5b_3ea,3.175,-6.741,-1.468,3.229,-6.411,-1.552,2.814,-5.742,-2.432,2.84323417701
19ed_24b_9ea,3.126,-6.552,-1.405,3.098,-6.154,-1.515,2.648,-5.571,-2.438,2.84335131342
2ed_6b_2ea,3.158,-6.256,-1.171,3.145,-5.886,-1.254,2.756,-5.29,-2.116,2.84342132634
14ed_15b_4ea,2.788,-6.333,-2.488,2.666,-6.007,-2.626,1.504,-5.224,-3.395,2.8437783891599997
2ed_25b_6ea,3.144,-6.441,-1.315,3.096,-6.063,-1.426,2.707,-5.446,-2.269,2.84401885803
1ed_21b_1ea,2.995,-6.449,-1.91,2.976,-6.119,-1.993,2.203,-5.442,-2.862,2.84409667902
1ed_7b_5ea,3.148,-6.437,-1.281,3.129,-6.081,-1.386,2.72,-5.434,-2.266,2.8442070846
14ed_25b_3ea,2.999,-6.23,-1.778,2.93,-5.893,-1.881,2.216,-5.116,-2.727,2.84428490559
19ed_13b_8ea,3.218,-7.34,-2.084,3.219,-6.964,-2.195,2.956,-6.35,-3.016,2.84444997534
2ed_14b_3ea,3.175,-6.731,-1.461,3.23,-6.4,-1.545,2.81,-5.731,-2.424,2.8446699766499997
6ed_2b_6ea,3.119,-6.161,-1.091,3.116,-5.833,-1.197,2.62,-5.148,-2.048,2.84490640395
7ed_24b_1ea,3.044,-6.73,-2.071,2.968,-6.363,-2.174,2.366,-5.68,-3.016,2.84505639234
16ed_13b_3ea,3.117,-6.56,-1.582,3.118,-6.2,-1.668,2.612,-5.579,-2.541,2.84535071553
6ed_7b_3ea,3.158,-6.468,-1.275,3.206,-6.158,-1.368,2.75,-5.457,-2.238,2.8455750257999997
2ed_6b_10ea,3.158,-6.274,-1.208,3.13,-5.905,-1.303,2.749,-5.305,-2.139,2.84593397571
3ed_2b_10ea,3.168,-6.508,-1.322,3.152,-6.151,-1.424,2.782,-5.5,-2.266,2.8462250671800002
5ed_23b_8ea,3.07,-6.284,-1.614,3.045,-5.967,-1.705,2.45,-5.302,-2.524,2.84645934
14ed_3b_3ea,3.005,-6.256,-1.746,2.949,-5.92,-1.844,2.229,-5.146,-2.691,2.84690041986
19ed_18b_7ea,3.137,-7.21,-1.945,3.092,-6.782,-2.06,2.674,-6.191,-2.911,2.84736869811
2ed_11b_5ea,3.194,-6.4,-0.99,3.222,-6.067,-1.102,2.866,-5.363,-1.976,2.8476280148399997
21ed_24b_3ea,3.105,-6.646,-1.731,3.044,-6.251,-1.828,2.564,-5.669,-2.687,2.84801658501
5ed_5b_1ea,2.974,-6.217,-1.858,2.916,-5.908,-1.955,2.121,-5.227,-2.792,2.84804405079
6ed_19b_7ea,3.149,-6.175,-0.88,3.206,-5.848,-0.965,2.712,-5.15,-1.842,2.84829232773
3ed_3b_7ea,3.193,-6.349,-0.99,3.168,-5.956,-1.087,2.859,-5.335,-1.953,2.84892702036
9ed_12b_3ea,3.104,-6.073,-1.152,3.07,-5.705,-1.239,2.558,-5.081,-2.134,2.84895664062
19ed_24b_3ea,3.111,-6.698,-1.764,3.05,-6.299,-1.862,2.581,-5.724,-2.72,2.84919629964
3ed_10b_11ea,3.185,-6.323,-1.216,3.159,-5.956,-1.316,2.831,-5.35,-2.136,2.84926846704
21ed_7b_1ea,3.157,-6.854,-1.808,3.139,-6.49,-1.903,2.734,-5.879,-2.761,2.85010458051
14ed_23b_4ea,2.991,-6.299,-1.891,2.935,-5.968,-1.996,2.172,-5.192,-2.808,2.85036955083
19ed_9b_7ea,3.253,-6.416,-0.857,3.24,-5.997,-0.948,3.057,-5.438,-1.833,2.8506735691800005
17ed_8b_7ea,3.18,-6.506,-1.227,3.172,-6.11,-1.331,2.81,-5.528,-2.198,2.8507381959
14ed_3b_6ea,3.112,-6.231,-1.325,3.062,-5.894,-1.434,2.58,-5.119,-2.278,2.8507688934
20ed_14b_1ea,3.06,-6.48,-1.808,3.022,-6.151,-1.901,2.404,-5.491,-2.743,2.85083459736
13ed_17b_11ea,3.129,-6.346,-1.372,3.081,-5.985,-1.483,2.636,-5.364,-2.324,2.85129964389
6ed_12b_1ea,2.993,-6.31,-1.779,2.959,-6.004,-1.868,2.176,-5.285,-2.721,2.85136103889
14ed_18b_5ea,2.849,-6.238,-2.15,2.785,-5.901,-2.281,1.689,-5.124,-3.082,2.8514049306600002
17ed_24b_11ea,3.136,-6.517,-1.508,3.073,-6.12,-1.621,2.658,-5.541,-2.448,2.8518982528200003
2ed_5b_11ea,3.178,-6.507,-1.292,3.219,-6.19,-1.388,2.8,-5.515,-2.235,2.8519004073
TPA2_5b_1ea,2.977,-6.223,-1.854,2.921,-5.914,-1.951,2.12,-5.228,-2.789,2.85204393225
2ed_25b_7ea,3.182,-6.345,-1.047,3.141,-5.952,-1.148,2.813,-5.352,-1.992,2.8520886338700002
6ed_24b_2ea,3.083,-6.157,-1.358,3.032,-5.816,-1.46,2.477,-5.151,-2.302,2.85254506248
14ed_8b_3ea,2.926,-6.306,-1.989,2.929,-5.975,-2.107,1.946,-5.197,-2.899,2.85260538024
3ed_2b_2ea,3.173,-6.59,-1.392,3.168,-6.233,-1.488,2.781,-5.582,-2.351,2.85265223634
20ed_5b_1ea,3.06,-6.482,-1.813,3.02,-6.154,-1.908,2.398,-5.493,-2.75,2.85298829682
7ed_5b_2ea,3.247,-6.475,-1.114,3.427,-6.241,-1.148,3.03,-5.538,-2.02,2.8530833536499998
14ed_25b_7ea,3.161,-6.176,-1.082,3.11,-5.83,-1.179,2.739,-5.062,-2.02,2.8531644063600003
9ed_12b_2ea,3.15,-5.97,-0.916,3.123,-5.596,-0.996,2.701,-4.983,-1.878,2.85345442059
6ed_17b_8ea,3.241,-6.606,-1.222,3.322,-6.319,-1.327,3.008,-5.58,-2.161,2.8536983885700002
21ed_18b_1ea,3.135,-7.548,-2.268,3.126,-7.199,-2.395,2.649,-6.504,-3.231,2.8539151581599995
10ed_19b_10ea,3.124,-6.377,-1.432,3.11,-6.045,-1.528,2.611,-5.363,-2.342,2.85420517239
13ed_23b_1ea,3.02,-6.314,-1.835,2.938,-5.937,-1.927,2.258,-5.346,-2.798,2.85469553022
19ed_22b_11ea,3.134,-7.105,-1.961,3.129,-6.708,-2.036,2.643,-6.101,-2.892,2.85485521377
17ed_17b_5ea,3.2,-6.587,-1.241,3.162,-6.173,-1.35,2.866,-5.588,-2.251,2.85490987794
16ed_14b_2ea,3.15,-6.443,-1.241,3.196,-6.09,-1.321,2.695,-5.45,-2.207,2.85560812005
1ed_24b_2ea,3.132,-6.346,-1.382,3.077,-5.968,-1.482,2.634,-5.362,-2.333,2.8556584752600003
3ed_10b_10ea,3.185,-6.259,-1.164,3.158,-5.887,-1.259,2.813,-5.287,-2.09,2.85572956542
7ed_7b_8ea,3.264,-6.967,-1.542,3.343,-6.683,-1.651,3.08,-5.938,-2.492,2.8557678036
17ed_7b_5ea,3.199,-6.678,-1.352,3.165,-6.267,-1.459,2.86,-5.673,-2.345,2.85584993355
16ed_17b_8ea,3.247,-6.755,-1.336,3.321,-6.431,-1.429,3.022,-5.744,-2.29,2.8559549529300003
10ed_24b_2ea,3.114,-6.22,-1.322,3.054,-5.847,-1.423,2.572,-5.224,-2.266,2.85606778038
19ed_2b_11ea,3.202,-6.766,-1.503,3.164,-6.383,-1.617,2.869,-5.781,-2.45,2.85626031591
17ed_24b_10ea,3.157,-6.509,-1.41,3.1,-6.108,-1.516,2.714,-5.529,-2.35,2.85728357871
14ed_21b_9ea,2.956,-6.131,-1.681,2.978,-5.8,-1.753,2.034,-5.009,-2.635,2.85742710366
14ed_24b_10ea,3.119,-6.225,-1.393,3.062,-5.887,-1.5,2.585,-5.113,-2.324,2.8574696508
19ed_6b_2ea,3.219,-6.551,-1.32,3.189,-6.147,-1.413,2.923,-5.599,-2.266,2.85750896622
13ed_23b_6ea,3.183,-6.28,-1.036,3.148,-5.894,-1.135,2.8,-5.296,-1.99,2.85796862655
2ed_5b_10ea,3.191,-6.471,-1.199,3.235,-6.146,-1.287,2.826,-5.475,-2.146,2.85834507969
13ed_17b_10ea,3.153,-6.332,-1.258,3.11,-5.964,-1.365,2.697,-5.345,-2.215,2.8585311517800003
3ed_5b_1ea,3.141,-6.769,-1.792,3.149,-6.442,-1.886,2.656,-5.787,-2.744,2.85868437189
16ed_5b_2ea,3.16,-6.452,-1.227,3.207,-6.1,-1.308,2.72,-5.461,-2.194,2.8587708108000003
2ed_17b_5ea,3.216,-6.382,-0.96,3.231,-6.021,-1.063,2.909,-5.355,-1.971,2.85889333341
16ed_11b_3ea,3.141,-6.462,-1.338,3.176,-6.115,-1.429,2.655,-5.462,-2.302,2.8590433218
16ed_25b_6ea,3.145,-6.346,-1.286,3.099,-5.974,-1.395,2.668,-5.349,-2.243,2.85923154837
3ed_6b_9ea,3.109,-6.416,-1.242,3.109,-6.04,-1.355,2.546,-5.435,-2.317,2.8593322587900003
7ed_24b_3ea,3.155,-6.712,-1.637,3.107,-6.331,-1.74,2.701,-5.671,-2.591,2.8595226398399998
19ed_17b_1ea,3.174,-7.001,-1.956,3.134,-6.605,-2.053,2.765,-6.031,-2.905,2.85960907875
14ed_8b_8ea,2.854,-6.331,-2.295,2.787,-6.005,-2.429,1.682,-5.22,-3.166,2.85998579928
6ed_13b_2ea,3.158,-6.253,-1.174,3.179,-5.938,-1.263,2.709,-5.257,-2.117,2.8602919721099997
13ed_23b_7ea,3.203,-6.165,-0.83,3.171,-5.764,-0.921,2.859,-5.183,-1.781,2.86106345886
2ed_14b_11ea,3.198,-6.544,-1.252,3.244,-6.222,-1.344,2.842,-5.545,-2.195,2.86109738808
1ed_11b_3ea,3.134,-6.424,-1.461,3.133,-6.089,-1.555,2.624,-5.436,-2.402,2.86167526206
3ed_24b_3ea,3.164,-6.747,-1.643,3.116,-6.354,-1.745,2.725,-5.765,-2.601,2.86183063665
5ed_14b_1ea,2.981,-6.211,-1.858,2.923,-5.902,-1.954,2.106,-5.214,-2.792,2.86192380639
5ed_24b_2ea,3.106,-6.15,-1.341,3.049,-5.803,-1.443,2.528,-5.147,-2.286,2.8621524256199997
20ed_19b_3ea,3.127,-6.64,-1.712,3.115,-6.306,-1.808,2.599,-5.637,-2.644,2.8621535028599996
20ed_19b_11ea,3.139,-6.477,-1.532,3.121,-6.148,-1.638,2.638,-5.474,-2.446,2.86271818257
21ed_4b_5ea,3.198,-7.069,-1.594,3.186,-6.69,-1.714,2.837,-6.025,-2.578,2.86289213763
TPA2_5b_3ea,3.057,-6.269,-1.585,3.042,-5.958,-1.674,2.36,-5.267,-2.519,2.86298746185
6ed_13b_9ea,3.078,-6.202,-1.19,3.084,-5.879,-1.313,2.431,-5.208,-2.275,2.86298853909
3ed_21b_5ea,3.168,-6.724,-1.297,3.238,-6.376,-1.373,2.734,-5.678,-2.28,2.86345466286
20ed_24b_11ea,3.112,-6.296,-1.453,3.045,-5.925,-1.565,2.544,-5.302,-2.384,2.86369109016
2ed_14b_10ea,3.196,-6.461,-1.188,3.24,-6.135,-1.275,2.828,-5.464,-2.134,2.86369539912
10ed_11b_9ea,3.081,-6.135,-1.041,3.091,-5.809,-1.167,2.439,-5.13,-2.127,2.86375787136
6ed_23b_5ea,3.155,-6.004,-0.917,3.142,-5.659,-1.016,2.688,-5.015,-1.896,2.8641889886699996
14ed_14b_4ea,2.928,-6.27,-2.046,2.909,-5.941,-2.151,1.92,-5.161,-2.945,2.8643653656
3ed_7b_8ea,3.286,-7.165,-1.684,3.36,-6.863,-1.787,3.13,-6.144,-2.644,2.8645204728
3ed_23b_8ea,3.207,-6.666,-1.551,3.233,-6.329,-1.636,2.861,-5.697,-2.482,2.8652001344399998
10ed_21b_6ea,3.116,-6.379,-1.307,3.147,-6.058,-1.376,2.553,-5.341,-2.249,2.86531511637
21ed_2b_2ea,3.206,-6.54,-1.281,3.181,-6.155,-1.377,2.857,-5.56,-2.245,2.8654222902299997
17ed_19b_5ea,3.158,-6.76,-1.663,3.118,-6.342,-1.764,2.693,-5.752,-2.619,2.86603517067
6ed_13b_11ea,3.163,-6.253,-1.192,3.166,-5.939,-1.297,2.709,-5.254,-2.118,2.8663601913599996
13ed_24b_6ea,3.156,-6.347,-1.31,3.098,-5.965,-1.419,2.685,-5.352,-2.262,2.86647948225
17ed_14b_5ea,3.197,-6.665,-1.424,3.169,-6.256,-1.518,2.823,-5.666,-2.383,2.86670379252
14ed_25b_6ea,3.133,-6.212,-1.317,3.076,-5.873,-1.425,2.606,-5.095,-2.267,2.86692271659
21ed_14b_9ea,3.196,-6.893,-1.124,3.234,-6.528,-1.231,2.819,-5.852,-2.223,2.8669259483100005
19ed_2b_3ea,3.202,-6.988,-1.754,3.167,-6.584,-1.853,2.839,-6.003,-2.718,2.86702881321
5ed_23b_5ea,3.153,-6.092,-1.057,3.12,-5.743,-1.161,2.673,-5.101,-2.026,2.8671459496200002
1ed_4b_7ea,3.075,-6.444,-1.525,3.029,-6.096,-1.639,2.409,-5.425,-2.49,2.8672445055600004
20ed_21b_7ea,3.123,-6.314,-1.16,3.159,-5.979,-1.224,2.571,-5.277,-2.124,2.8673495249400003
14ed_10b_3ea,3.072,-6.249,-1.533,3.038,-5.914,-1.623,2.398,-5.141,-2.463,2.86755202302
17ed_4b_3ea,3.063,-6.991,-2.195,2.982,-6.578,-2.309,2.367,-5.972,-3.142,2.86775667558
19ed_7b_9ea,3.243,-6.734,-1.449,3.243,-6.37,-1.549,2.975,-5.751,-2.413,2.8679710233
7ed_25b_7ea,3.205,-6.391,-1.07,3.159,-5.997,-1.176,2.846,-5.389,-2.012,2.86815709539
6ed_11b_9ea,3.075,-6.104,-1.01,3.1,-5.808,-1.145,2.406,-5.084,-2.112,2.86832135529
16ed_25b_7ea,3.186,-6.292,-1.014,3.149,-5.907,-1.112,2.781,-5.293,-1.962,2.86842960639
20ed_19b_10ea,3.154,-6.446,-1.445,3.142,-6.11,-1.542,2.672,-5.439,-2.36,2.86871854338
20ed_24b_10ea,3.136,-6.287,-1.349,3.075,-5.911,-1.456,2.611,-5.289,-2.281,2.86876889859
17ed_23b_5ea,3.202,-6.422,-1.165,3.159,-6.011,-1.263,2.834,-5.458,-2.147,2.8688235627600003
16ed_12b_1ea,3.047,-6.41,-1.788,3.004,-6.053,-1.872,2.309,-5.422,-2.742,2.86915746876
19ed_13b_1ea,3.162,-7.024,-2.036,3.115,-6.633,-2.134,2.697,-6.055,-2.982,2.86945394643
5ed_5b_11ea,3.089,-6.154,-1.404,3.07,-5.844,-1.505,2.45,-5.155,-2.319,2.8695185731499997
20ed_5b_9ea,3.138,-6.359,-1.226,3.15,-6.021,-1.324,2.615,-5.362,-2.245,2.86976038665
7ed_5b_8ea,3.257,-6.869,-1.533,3.337,-6.583,-1.632,3.017,-5.862,-2.461,2.8698861409800003
3ed_14b_9ea,3.151,-6.511,-1.099,3.182,-6.173,-1.209,2.658,-5.52,-2.184,2.87010291057
17ed_19b_8ea,3.063,-7.002,-2.299,2.983,-6.594,-2.409,2.36,-5.993,-3.226,2.87026932495
10ed_5b_3ea,3.142,-6.485,-1.517,3.143,-6.16,-1.603,2.625,-5.476,-2.45,2.87102546295
3ed_5b_9ea,3.161,-6.565,-1.151,3.194,-6.232,-1.256,2.689,-5.566,-2.22,2.87111190186
14ed_4b_9ea,2.959,-6.24,-1.846,2.93,-5.907,-1.96,2.006,-5.124,-2.772,2.87111863269
5ed_14b_3ea,3.06,-6.258,-1.585,3.043,-5.948,-1.672,2.347,-5.254,-2.519,2.87129474223
5ed_24b_10ea,3.11,-6.152,-1.377,3.05,-5.81,-1.485,2.516,-5.145,-2.308,2.8713143999399997
1ed_23b_5ea,3.182,-6.253,-1.11,3.147,-5.871,-1.207,2.759,-5.28,-2.088,2.87147192901
6ed_12b_8ea,3.209,-6.538,-1.258,3.286,-6.252,-1.359,2.85,-5.511,-2.211,2.87157587115
2ed_24b_2ea,3.152,-6.413,-1.391,3.102,-6.035,-1.491,2.656,-5.423,-2.344,2.87203445424
17ed_17b_8ea,3.154,-6.948,-1.883,3.12,-6.551,-1.986,2.662,-5.946,-2.838,2.87230804248
3ed_21b_1ea,3.16,-6.84,-1.745,3.208,-6.496,-1.83,2.682,-5.839,-2.71,2.87241090738
7ed_11b_5ea,3.221,-6.312,-0.911,3.257,-6.001,-1.028,2.887,-5.255,-1.887,2.87285845068
14ed_6b_10ea,3.161,-6.212,-1.216,3.117,-5.868,-1.314,2.683,-5.104,-2.142,2.87326560132
5ed_11b_10ea,3.148,-6.03,-1.06,3.141,-5.718,-1.166,2.639,-5.032,-1.985,2.87328202731
17ed_5b_5ea,3.201,-6.678,-1.438,3.171,-6.269,-1.534,2.818,-5.678,-2.399,2.8733531174699998
2ed_19b_6ea,3.192,-6.699,-1.352,3.241,-6.358,-1.445,2.787,-5.678,-2.314,2.87355777003
13ed_24b_7ea,3.197,-6.265,-1.023,3.145,-5.87,-1.123,2.802,-5.272,-1.958,2.87424174063
21ed_24b_11ea,3.162,-6.514,-1.472,3.103,-6.126,-1.584,2.683,-5.531,-2.412,2.87447924517
17ed_23b_8ea,3.186,-6.794,-1.722,3.16,-6.4,-1.816,2.764,-5.823,-2.659,2.87453175486
19ed_18b_6ea,3.144,-7.415,-2.239,3.09,-6.99,-2.367,2.621,-6.385,-3.194,2.87488855029
2ed_24b_10ea,3.158,-6.446,-1.413,3.106,-6.069,-1.519,2.668,-5.448,-2.352,2.87500891842
5ed_11b_11ea,3.151,-6.081,-1.108,3.144,-5.774,-1.22,2.644,-5.082,-2.028,2.8751282093099997
2ed_13b_9ea,3.141,-6.534,-1.276,3.16,-6.184,-1.39,2.61,-5.536,-2.364,2.87519606775
2ed_17b_8ea,3.296,-6.868,-1.365,3.378,-6.56,-1.461,3.134,-5.849,-2.322,2.87522111166
7ed_14b_9ea,3.136,-6.364,-1.034,3.165,-6.041,-1.155,2.593,-5.367,-2.127,2.87522999697
17ed_24b_2ea,3.165,-6.557,-1.486,3.107,-6.155,-1.588,2.691,-5.581,-2.441,2.87524857744
5ed_14b_9ea,3.094,-6.14,-1.285,3.092,-5.823,-1.379,2.45,-5.136,-2.289,2.8755867924
14ed_9b_7ea,3.227,-6.172,-0.799,3.213,-5.818,-0.89,2.899,-5.062,-1.765,2.87583291486
19ed_2b_10ea,3.23,-6.721,-1.396,3.194,-6.332,-1.503,2.909,-5.732,-2.346,2.8758843473100004
19ed_19b_9ea,3.199,-7.14,-1.609,3.232,-6.742,-1.699,2.804,-6.109,-2.593,2.8759511285099997
1ed_14b_9ea,3.142,-6.414,-1.359,3.151,-6.068,-1.445,2.611,-5.419,-2.359,2.8760507616899997
17ed_15b_2ea,3.091,-6.99,-2.108,3.01,-6.582,-2.237,2.438,-5.971,-3.066,2.8762532597700003
3ed_13b_9ea,3.147,-6.587,-1.248,3.171,-6.235,-1.365,2.627,-5.582,-2.343,2.87637578238
14ed_6b_11ea,3.133,-6.21,-1.329,3.086,-5.872,-1.433,2.579,-5.102,-2.252,2.87661436416
3ed_25b_6ea,3.208,-6.606,-1.345,3.156,-6.21,-1.459,2.831,-5.625,-2.3,2.87718227559
13ed_17b_2ea,3.169,-6.407,-1.317,3.133,-6.042,-1.419,2.699,-5.419,-2.29,2.87723155356
17ed_5b_8ea,3.11,-6.971,-2.114,3.069,-6.572,-2.211,2.499,-5.961,-3.043,2.87741654841
3ed_25b_7ea,3.231,-6.453,-1.087,3.184,-6.048,-1.192,2.908,-5.472,-2.034,2.87745694107
2ed_19b_2ea,3.199,-6.723,-1.416,3.247,-6.388,-1.51,2.799,-5.708,-2.376,2.87774587806
10ed_11b_3ea,3.186,-6.22,-1.13,3.197,-5.899,-1.224,2.755,-5.213,-2.063,2.87776230405
21ed_10b_6ea,3.229,-6.145,-0.925,3.191,-5.743,-1.025,2.9,-5.195,-1.879,2.87790125265
2ed_11b_9ea,3.138,-6.492,-1.113,3.172,-6.17,-1.242,2.591,-5.461,-2.229,2.87837518449
17ed_22b_3ea,3.066,-6.89,-2.103,3.02,-6.476,-2.17,2.347,-5.867,-3.04,2.8785766053299997
17ed_10b_6ea,3.216,-6.368,-1.133,3.164,-5.952,-1.232,2.853,-5.412,-2.091,2.8789945283700002
20ed_23b_5ea,3.192,-6.129,-0.995,3.156,-5.75,-1.094,2.771,-5.15,-1.967,2.8793009685900004
14ed_24b_1ea,2.958,-6.219,-2.035,2.867,-5.884,-2.134,1.978,-5.108,-2.971,2.8799555863200004
5ed_10b_6ea,3.166,-6.013,-1.011,3.125,-5.658,-1.113,2.681,-5.028,-1.951,2.88005172039
19ed_15b_1ea,3.175,-7.468,-2.299,3.125,-7.07,-2.425,2.711,-6.461,-3.26,2.88020601774
3ed_17b_5ea,3.266,-6.422,-0.942,3.286,-6.059,-1.042,3.018,-5.388,-1.948,2.8804499857200003
6ed_10b_6ea,3.175,-5.962,-0.904,3.156,-5.611,-1.0,2.708,-4.976,-1.847,2.8812828674699995
17ed_18b_3ea,3.032,-7.03,-2.404,2.913,-6.61,-2.524,2.224,-6.012,-3.347,2.8814635533599997
21ed_21b_4ea,3.217,-7.295,-1.941,3.234,-6.938,-2.038,2.848,-6.255,-2.888,2.8820029217700003
20ed_24b_2ea,3.135,-6.324,-1.424,3.073,-5.95,-1.525,2.57,-5.33,-2.37,2.8822722010499997
3ed_17b_9ea,3.127,-6.519,-1.136,3.153,-6.173,-1.262,2.542,-5.494,-2.262,2.88261364773
14ed_2b_8ea,2.953,-6.315,-2.06,2.93,-5.987,-2.174,1.953,-5.208,-2.971,2.88286111482
14ed_7b_4ea,2.953,-6.315,-2.06,2.93,-5.987,-2.174,1.953,-5.208,-2.971,2.88286111482
5ed_11b_2ea,3.147,-6.043,-1.099,3.15,-5.733,-1.197,2.607,-5.046,-2.029,2.88355478058
6ed_13b_10ea,3.176,-6.196,-1.135,3.177,-5.877,-1.235,2.705,-5.197,-2.067,2.8835733610500003
2ed_13b_3ea,3.185,-6.721,-1.599,3.194,-6.377,-1.687,2.734,-5.729,-2.561,2.88408660831
1ed_10b_6ea,3.201,-6.202,-1.068,3.16,-5.815,-1.166,2.788,-5.235,-2.018,2.88412161477
10ed_23b_5ea,3.197,-6.112,-0.965,3.162,-5.738,-1.065,2.774,-5.126,-1.936,2.88429233811
3ed_11b_3ea,3.259,-6.56,-1.195,3.327,-6.243,-1.28,2.983,-5.555,-2.147,2.88451772562
14ed_5b_4ea,2.93,-6.264,-2.077,2.905,-5.935,-2.189,1.87,-5.154,-2.984,2.8847401488
2ed_24b_3ea,3.128,-6.48,-1.598,3.07,-6.104,-1.695,2.538,-5.487,-2.56,2.88526309122
14ed_10b_2ea,3.158,-6.212,-1.236,3.127,-5.872,-1.327,2.639,-5.105,-2.17,2.88541846581
1ed_7b_9ea,3.158,-6.482,-1.247,3.181,-6.132,-1.363,2.638,-5.484,-2.342,2.88577741572
3ed_11b_1ea,3.168,-6.824,-1.813,3.185,-6.512,-1.914,2.671,-5.8,-2.746,2.88606850719
17ed_4b_2ea,3.108,-6.913,-1.988,3.038,-6.502,-2.108,2.468,-5.894,-2.94,2.8861167079200003
2ed_12b_1ea,3.093,-6.558,-1.794,3.061,-6.215,-1.879,2.417,-5.553,-2.748,2.88621849558
16ed_19b_7ea,3.177,-6.351,-1.045,3.224,-5.979,-1.118,2.701,-5.347,-2.028,2.88622280454
7ed_13b_3ea,3.203,-6.611,-1.487,3.221,-6.283,-1.576,2.788,-5.609,-2.435,2.88654890247
21ed_8b_6ea,3.246,-6.714,-1.291,3.266,-6.362,-1.41,2.93,-5.718,-2.262,2.8877647008
17ed_19b_9ea,3.182,-6.82,-1.648,3.193,-6.404,-1.734,2.713,-5.808,-2.62,2.88798362487
10ed_5b_11ea,3.174,-6.324,-1.317,3.165,-6.001,-1.416,2.685,-5.319,-2.235,2.8883250715499997
11ed_12b_9ea,3.102,-6.155,-1.177,3.085,-5.775,-1.304,2.44,-5.167,-2.288,2.8888854423
